isSoundTrack,rank,album,artist,year,url,comment
FALSE,S,#1's,Mariah Carey,1998,https://www.robertchristgau.com/get_album.php?id=10400,"
""Fantasy [Featuring ODB]""
"
FALSE,S,E=MC2,Mariah Carey,2008,https://www.robertchristgau.com/get_album.php?id=14036,"
""Touch My Body""
"
FALSE,S,Come On Come On,Mary Chapin Carpenter,1992,https://www.robertchristgau.com/get_album.php?id=17408,"
""He Thinks He'll Keep Her""
"
FALSE,S,Chasin' the Sun,Lionel Cartwright,1991,https://www.robertchristgau.com/get_album.php?id=10402,"
""30 Nothin'""; ""Waiting for the Sun to Shine""
"
FALSE,S,Phrazes for the Young,Julian Casablancas,2009,https://www.robertchristgau.com/get_album.php?id=14908,"
""Out of the Blue""
"
FALSE,S,Fox Confessor Brings the Flood,Neko Case,2006,https://www.robertchristgau.com/get_album.php?id=13410,"
""Margaret vs. Pauline,"" ""Star Witness""
"
FALSE,S,American Recordings,Johnny Cash,1994,https://www.robertchristgau.com/get_album.php?id=10403,"
""Delia's Gone""
"
FALSE,S,The Mystery of Life,Johnny Cash,2003,https://www.robertchristgau.com/get_album.php?id=12453,"
""The Mystery of Life""
"
FALSE,S,Abattoir Blues/The Lyre of Orpheus,Nick Cave & the Bad Seeds,2004,https://www.robertchristgau.com/get_album.php?id=12727,"
""The Lyre of Orpheus,"" ""There She Goes, My Beautiful World,"" ""Hiding All Away""
"
FALSE,S,Does You Inspire You,Chairlift,2008,https://www.robertchristgau.com/get_album.php?id=14380,"
""Bruises,"" ""Garbage""
"
FALSE,S,Ghetto Story,Cham,2006,https://www.robertchristgau.com/get_album.php?id=13595,"
""Ghetto Story,"" ""Ghetto Story Chapter 3,"" ""Boom Boom""
"
FALSE,S,Matters of the Heart,Tracy Chapman,1992,https://www.robertchristgau.com/get_album.php?id=10404,"
""Bang Bang Bang""
"
FALSE,S,Chocolate Milk,Charles & Eddie,1995,https://www.robertchristgau.com/get_album.php?id=10405,"
""24-7-365""; ""Keep on Smilin'""; ""Jealousy""
"
FALSE,S,Schizophrenic,J.C. Chasez,2004,https://www.robertchristgau.com/get_album.php?id=12291,"
None of Justin Timberlake's slyly seductive charm for this diva with balls--he's on the hunt for some serious pus-say. Eight of the first 10 tracks are sex-obsessed, with three promising to ""love you all night strong."" Only guys who entertain too many females in hotel rooms or spend too much time at worldsex.com believe this is what ladies long to hear. Just when you think Chasez will never get his head out of his ass, however, you find out why it's called Schizophrenic. For the final five tracks, the 'N Sync grad is convincingly sweet, pretty, and needy, notably in the most famous words he'll ever write: ""'Cause when I'm all alone/I lie awake and masturbate/I love to hear the sounds you make/Baby here I come."" This ain't Timbaland or the Neptunes--the musical highlight is a Basement Jaxx track hooked by what sounds like an electric tympani. But the electronic dance-rock gets the pop job done. If it won't lure the average hottie into bed, it also won't make her reach for the remote or drive her off the dancefloor. [<a href=""/xg/cdrev/chasez-ble.php"">Blender: 3</a>]<br/>""Shake It,"" ""Come to Me""
"
FALSE,S,Believe,Cher,1998,https://www.robertchristgau.com/get_album.php?id=10406,"
""Believe""
"
FALSE,S,About to Choke,Vic Chesnutt,1996,https://www.robertchristgau.com/get_album.php?id=10407,"
""Little Vacation""
"
FALSE,S,A Man Called Destruction,Alex Chilton,1995,https://www.robertchristgau.com/get_album.php?id=10408,"
""What's Your Sign Girl""
"
FALSE,S,1970,Alex Chilton,1996,https://www.robertchristgau.com/get_album.php?id=10409,"
""Sugar Sugar/I Got the Feelin'""
"
FALSE,S,Jackpot,Chingy,2003,https://www.robertchristgau.com/get_album.php?id=12100,"
""Chingy Jackpot""
"
FALSE,S,Did It Again,Chitlin' Fooks,2002,https://www.robertchristgau.com/get_album.php?id=11903,"
""Did It Again""
"
FALSE,S,Black Music,Chocolate Genius,1998,https://www.robertchristgau.com/get_album.php?id=10410,"
""My Mom""
"
FALSE,S,I'll Treat You Right,Otis Clay,1992,https://www.robertchristgau.com/get_album.php?id=10411,"
""Thanks a Lot""
"
FALSE,S,A Beautiful EP,Clem Snide,2003,https://www.robertchristgau.com/get_album.php?id=12251,"
""Mike Kalinsky""
"
FALSE,S,Square Won,Click Tha Supah-Latin,2001,https://www.robertchristgau.com/get_album.php?id=10789,"
""The Park""; ""Family Freestyle""
"
